address,allocation
0x453560720c9389e9abd6024808c80bbcb7198743,0.17
0x45376936bf479801d65ca821ee792fdef0fbd235,0.17
0x453e46833536f76b3ddb6e1b3eb03ad5fbcb04ad,0.17
0x453e6c8009b011c6de8afd490dd4394a883f7b29,0.17
0x453f9a72f593e98ef48905e288f746d1ecb3e6a7,0.17
0x4540901a4692aab07c9733eae0f80a2874f3bc8d,0.17
0x45409a1774c3db789edb5d004d90f79b6d92e074,0.17
0x4540b48e4726707c6619374b92cc949be15645d9,0.17
0x454113e99f99ba9f802c2c3ddaa3987f4ad423dc,0.17
0x454185c1dc44090a4c3d8e82f86011c34ab09df5,0.17
0x4543981eddd1499dacf1809e5caecb522c8ae3f4,0.17
0x4543fe98c928d8d65dfdec511d3e108486357d0e,0.17
0x4544a69817be74c237d93caab9fcf4e481d77164,0.17
0x4544ef6c85fb96b008bef0d1775f885aa57c6c7d,0.17
0x45452b116f3b5f49715f7c4cf252f59f68e0689f,0.17
0x4545ebdbba2b588d789453ea958cd9393712dfd7,0.17
0x45477cc0edbeffd11b1cbc0c50c992fe29f09c3d,0.17
0x45488d7e562dd9600003319dc798a9b2134fcb9f,0.17
0x4548d3fa5262ffa997fafa7d5f875fd6549bb9f7,0.17
0x45491a82b8dbedcd5f2dee40b8168ba3ebad5b46,0.17
0x454a8f89397a8e664daceeab36f3e02d8474103a,0.85
0x454cbc6bd2eebad879aac8656c8096c839c7c39b,2.55
0x454de8b258699065c4ae35efbb7b2e24002ace68,0.17
0x454eefe094e1d6df8796930811f9ad46044709c7,0.17
0x454f152585b87bc65f29a532c5abd963f32f3c64,0.17
0x454f9d7f3c212a8e1f75ceedd389f0093f777478,0.17
0x454fc978dcf0ca53a9c8c7929ea450e14fec80ae,0.17
0x4550f940de9fc55f38d98f0ca5b54ac476d4f062,0.17
0x4552c4a0e7031810c0414325b07ff19f41d566ee,0.17
0x455302eb39d8424c1b1fc181405067b05124971a,0.17
0x455496a762ed8ed6c40883a30e01dc591587ffed,0.17
0x45550c801aa76fc73b4d13e6736ff48917181768,0.17
0x4556064d7c9191d009861a396ca835847c8f3aa9,0.17
0x4556f39efb2f57896ff20c2190f6038418d6afa4,0.17
0x4557d9295a8abb3892dfe5faa34d0ed8f7f82cd8,0.17
0x455807496258dacea88a5ae7d38993f8ab1fe4e3,0.17
0x45581cf7e0b3884ca0c7bc0b8686587c05113e7f,0.17
0x45586d42d15ddc6108851b8505224dff210d2493,0.17
0x4558f7d04a2ff45d144ae23f68323765ffab187d,0.17
0x455950758ff739597909fbe9e20614b409e0bf8c,0.17
0x455abdbc9665a8c80d9e161a1a16a4e8327e933e,0.17
0x455b978061efb399713ea4d72e224b0be71ec77e,0.17
0x455baf812747f29e580baceac3717b58b879dcfc,0.17
0x455c6ccfb0e7f30d4ceb9b105d7ba15a60518209,0.17
0x455e9c60d69b616ab3535858e73b4c0a70d67c9b,0.17
0x455f3bf327df62b26f2f720d78899591f9935ccd,0.17
0x456156346b600c619aeb61bfe32c6c85f3f446fe,0.17
0x4561c9d5b2a8ede8fe6a8f11800bf55fab091daf,0.17
0x4561ea099f65ef2f52f9938c9e46fcf2568a4746,0.17
0x456278bda028b15b725e54ee8823a95747496cf2,0.17
0x4562af437625817e1048742a00d06d8cb7cc0eb9,0.17
0x45648ea1f4d187abc6a54e535c8bc6d1d955940c,0.17
0x4564a26bf0000a00f68b49c0fc003bad76fd6608,0.17
0x4564ac2fa7988ff86739d5f5971154a13f090ec0,0.17
0x456514ac2c21f678409d67dfda386d326d00bc62,0.17
0x45652ebcb866f9ada493999dcb38458673003592,0.17
0x456578523514b5414d27be5a7fe123398ff041bb,0.17
0x4565d95b71a0e8b15e9a0219899409c365a2b24b,0.17
0x45664865b9400d7f196b01d46c95dfd2df2c796c,0.17
0x45681644bd4986a46f01b36454b34a1a2a2b9206,0.17
0x45698df696b4b3362e6e26a355275d6cb56d12df,0.17
0x456a4581c73b2e1dcd3d7448b5f19dcd9d8cbc39,33206.1
0x456b9564030977a1ddd58bd2081624a88e8c73b9,0.17
0x456d190d8f3a44dde514bcda7e924f3804ccd576,0.17
0x456d74b7e068ff9e767bfe38d1b22f8127249f66,0.17
0x456f49d1ba92ac3bebaa37f44c2aca4e9737fad9,0.17
0x4570c32a7a518ad3e28ebe7672cec9fafd62d702,0.17
0x4571243f298c61e26a7a07b2e7c6fd55cd92663a,0.17
0x457131a099f768d62587e7522cbf22efe390f71f,0.17
0x45744725c2620b5faf387b5137523ee4da215246,0.17
0x457496d54caf1bcdb645e715c1e53308a15dbf45,266.9
0x45785622053a408fb5bc1cfcb5c0958899101a9b,0.17
0x457a33d29db618bb60556872635a81c034341579,0.17
0x457b14935e77ede474b7dc245fe3db0e56b4005f,37451.51
0x457d0c08eb43bae09b6fb55df39a48280d5be9b4,0.17
0x457e2dbf0f44f8d6b9be4ffe85a898824f9c5bc9,0.17
0x457ea8d9e52f9645cc6a84c5fdc81443cb7a2f4a,0.17
0x457eb4be262dd09cf5d59fa9c6d80bed673d57ea,0.17
0x457f3a9427e6109ba4355620dbb17906abbca8b6,0.17
0x457f53ba8e0a6f36c5afefeb0c7036b6bcb499fc,0.17
0x45818d17b48c198d62c72a11201de0c47077d47d,0.17
0x4581a05f8becc209268427f28e1380f2d3e227d3,0.17
0x4581c25b719829697eaab38527244a2147e3eff6,0.17
0x4582b65dc252da0d44aad36e33947bfc12feef47,0.17
0x4583984efa7a7d4b37dddf3b1a5cba3a04fbe3fd,0.17
0x4583dd492e5a9950cf96c97c5bce90847e5b387f,0.17
0x4583fc28ad761e7667bfa53d3fcb755f0de8ed2d,0.17
0x458482737198648c5f7ac2ac5aa764952eab1690,0.17
0x4585562e6015c3644c13a67b83fdcfb5d58ee89a,0.17
0x458586d0a8859beac1fecf9653147d7689ba81bd,0.17
0x458651235ca8108a5b05070f0828e4709dd18a01,0.17
0x45879bf32efcf3419bee53cccaac0d1701e1c07a,0.17
0x4587ef053ce0ba9f8cd0fe0fcb404f77683277df,0.17
0x45891fe66b12d815d9ff63efb71b2e5b4740083d,0.17
0x4589d1cac1ed16394ed14df67e37809200b3a8a5,0.17
0x458a611e414f5a1292d963e00340cf1c9ad1272c,0.17
0x458bfaec65b07c2895d146d28b5ad0413dc2db95,0.17
0x458cf56c574fef620a2e2d162fabeb7c082b13b0,0.17
0x458d52a7ee4a5e0ebd4f40a487d704fed06afff8,0.17
0x458de1168172033efd8d4b43c6ace1be73103738,0.17
0x458e0f24937ff09c0a598b46f977c81736171669,0.17
0x458ed541b614e04183ffa72e23a3de23b6a468ac,0.17
0x458ef0eb049a23112611fc62c5e523374866ec4d,0.17
0x458f877fc58470434e2de93dbb17ff1efa89a9c8,0.17
0x45906e48793d5288dc7937478415d773144abf51,0.17
0x4592ac2b03fdc4e009ec1a797276368f1306079d,0.17
0x459598312cdf6caf20a71d76c277872545ffe230,0.17
0x459679d2b1da7cb5fcc50eb2ef9adab0f85988d7,0.17
0x45975f310528ad32eed244602d90a1bd9b677db5,0.17
0x45988af9504b0fd185218766c723bc213b36019e,0.17
0x45989ccfb1e8dace7913844ab074da1ca3595d56,0.17
0x459a52dcf8aef405fe13d75d268d56adec4070dc,0.17
0x459cce5028344b340369758acf08128b72729be5,0.17
0x459f82b67fc980b4739e61809d3ee385eaf1f7c4,0.17
0x45a0443f207773328cda5daa347909c894fe1129,0.17
0x45a0dc6965049a2f6dc54daf194f08e1645f9774,0.17
0x45a1d3a431dbc8d5c3056d0b1e4656722713e6d2,0.17
0x45a287b42d25472a1804acea2cc649010ed0d195,0.17
0x45a2c4b427dc45cd459bc18cecb27b71cec647f1,0.17
0x45a3358db2a807938f4e6ccdff832487f0d88125,0.17
0x45a43b6f695b1779fe3c87b5b9ad67d937d255dd,0.17
0x45a470d013a88ca2e0e95b4b7c02d2009b54d91e,0.17
0x45a5d9a1b694b9094db3f923d55ffac7ee5d1bd2,0.17
0x45a732b4911988331fe7b6ecc714c3ff364ad3b0,0.17
0x45a741ea46d5272559d2ff9cab1f72ec9c582176,0.17
0x45a850654b610a5e253500c895806c27dccef1f3,0.17
0x45a93f55f7c3f722e26adffd6e6674b6fe5a0af5,0.17
0x45a9b251f104874fc648aa18fdd5cf3a55fd5a65,0.17
0x45abf7b1d117603e736de84a279d32c449a744dd,0.17
0x45ae486f0d3fa9f81e78e7523d45d97b27a8a93c,0.17
0x45aebfa70f29539d0a732d5c6d6db5eac68e510a,0.17
0x45aed64ae9718b80ef637e0a35f0a21932f563ee,0.17
0x45b23e15abcc61e728eb9b13eebd56fdb7f1189b,0.17
0x45b2b2376c916662521e245b2ceb5835e92ac459,0.17
0x45b459ad65ea8d1f45994d36f68548bbc70a265b,0.17
0x45b4826ef0904ef27aeb6f5d7998293c886bbf97,0.17
0x45b4bbeac3938fbd2dec9969f7577babcb1fe7c1,0.17
0x45b5bbf41f29732445e6390a08884f2658923a32,186.3267115
0x45b6fc8f9ad83353727d0df01e784315b695cbf6,0.17
0x45b78f08ddff88decb308506f7230de5b54fd6d6,0.17
0x45b84eb2f72d4539062a84083a63bb95c245cf34,0.17
0x45b85396a5c07b30af91799173b65a08dfd3006a,0.17
0x45b89d3959220970858f4be54cb900b53e22f07e,876.35
0x45b9d60ea459989690cdb92a44caa557b4830968,0.17
0x45bb60c62a107e5f4340c9dc31deafa439a580b0,0.17
0x45be357cd4627f8660a03e0f4a2f4da34573a1c6,0.17
0x45beb3f997d6a2b8c031297ddf3eadf2ffa8c589,0.17
0x45befbf2d30989a257ce6fd94cdb9fcafa75f461,0.17
0x45bf38195c2442204cf032f270a12da50a85ea14,0.17
0x45bf559a3e53edd7d54d9f9ffa163124ad45645b,0.17
0x45c05fc675d550bcbc05e06bb187053f9c042551,0.17
0x45c1127c1d63a714dd39eb5f474fa0f17daba8ce,0.17
0x45c46df433a2f6d63af02cd6c35b328046c03a36,0.17
0x45c5e7c0ee7aaf181f712ce7a87a7309577a59e7,0.17
0x45ce2bab55b595e00503c1b270192f00d0397c43,0.17
0x45cebad44a2a2b5eea157695ddfecbbfbdf9f96e,0.17
0x45cf554c630ca15d95bb0f3a559a91b8db654486,0.17
0x45cf5577a7946c997a43ca0f7dcbebef0f73ea7f,0.17
0x45d048cd5b037fa851f121f73dacddf249e25989,0.17
0x45d134e42ee6c0fbf5daa0ad1d7a26a0e6836a15,0.17
0x45d57cdba28f06cad2904458050558f58e4830bf,0.17
0x45d5c50b76c76ed0ed00b2f65e67e1bf37bf90a6,0.17
0x45d70535c3deeea2a2c6401063f7ccf112c242fd,0.17
0x45daa6e261c702e759fe514c42f65ca5e5ee42ea,0.17
0x45dadfdbb7e017970d2bceab5dee78393df2df1b,0.17
0x45db76ac6c8a64debe19c0c013211730f6c6267b,0.17
0x45e0c7acf14d61c86a108da72a1cefa02bad15da,0.17
0x45e2d2b9dfa6f505b9dd90bdfaea6994b039e9cc,0.17
0x45e35246394beaaf7dc06c0699fa401f44e673bb,0.17
0x45e41b90ff4d67c285d15b9b1550c8a59160907a,0.17
0x45e6044d72aa3b0a5c2d83bbdc5211f547aa5382,0.17
0x45e65c85f3427ce4eba767741950bf7af316d34e,489.6
0x45e6dfcf95ce493e7ba987b184b8ec672ecaae77,0.17
0x45e7314ec5f1431e57332e7a3a725e86ac2f0907,0.17
0x45e77331b3b3762bfe242bfe03c4f995c6041b03,0.17
0x45e804c960f623e88640cfe06c4107ae35fa79e2,0.17
0x45eaf58487489a7619aaec8ea1b78360976ce0b2,0.17
0x45eeb12ba77d013e63b73b1c6d35e5cce6e7a24d,0.17
0x45f0363076464c4f2df2bd973303ae754cd431f5,0.17
0x45f054f55893f1ed7abb5ef3237049b2d6979e10,0.17
0x45f0a8c5fad0573f4c10db60e0142aa5ca7b63ac,0.17
0x45f0b509c110247d4ff0cf6b27687ff56251fd0d,0.17
0x45f0fbf531401e501c84d08f9f407d6f98f7f346,0.17
0x45f1375ccc0d23d68867185cb5ca2d71de15d6d5,0.17
0x45f1449bb10f3f96d52ab07b5b882e31641d2c01,0.17
0x45f181eb8e3a2b398f52f73237ca550ed54a42bb,0.17
0x45f1922c1de0e1289fdb557b46ecec75fed954dd,0.17
0x45f2dc3a35a2a6c57c9d6287c51123081abe7fd8,0.17
0x45f5b3542bb7fba91f9c73c3ddc4a71deb567cd0,0.17
0x45f67b508089a6a4f65892bf077aa815ee9a1648,0.17
0x45f77e772b0a0eac89a04f352227fd3490306bed,0.17
0x45f95f6879ecefb1148f0c6e5f1ef1200005df30,0.17
0x45fb39793069ddd6389461b84fb28011c91e4e3e,0.17
0x45fcd57a80c977bde7b11681682417d43d3d9799,0.17
0x45fcfc6d4ee9965eed95d76d820871b8cb1f9538,544
0x45fd3c32d5b617e54fb2cbe5df36b63947828fab,0.17
0x45fdc9cd5465634c82b5f140ea9abe957001e9f7,0.17
0x45fe8aef5b61be83af03559060ae5e53e7e2bf39,0.17
0x46039906552b8fee3843bde9ba84c2e3f8acd817,0.17
0x460527bc270459effa0f2f3c90ffd5e74c8f951e,0.17
0x460757951c305c93eeea1ea98fab73631f8c45e3,0.17
0x4608b01b47b8dd550f808dcf82673b27884cb1b1,0.17
0x46090e7ae28ca3b83d7c1f1939503ea20925f938,0.17
0x460bbfe195fe4586b188855755d2dfe94bd97a60,0.17
0x460e5ded6c90f4f9f7429c1026f13cc7037e28ff,0.17
0x4610117279d8f0c79d55e95105ecfb319a61b11e,0.17
0x46101ba3423d676407a42d813378635870d75fb9,0.17
0x46113e7d22cf4a0b845447262479e550efc259b0,0.17
0x4612eab0914f0da437797c3ffdad767c6a95883b,0.17
0x46163f9b13a9d6cb5d775e64f0ab57a240b50b7e,0.17
0x4616f4ebafca59f9738f853965e698027bc2a824,0.17
0x461726a480dca6d434b3308bff802f315788dea8,0.17
0x4617da78122d63c3b99c4c790612d974e03d1ba5,0.17
0x4619087a951ce13288403e00f4d268410b5847bf,0.17
0x461bf4974f44440c535d5a9d1f4b7df36f1d0e52,0.17
0x461c7a3cf32dbf84fcfb2cebc736bc5585f78409,0.17
0x461d2b11ba44d5be653b94f994c0d0c566f21be5,0.17
0x461e8247476ab9db06ec3f8ae664111fd23c2bd8,0.17
0x461edaad8d55a029c7e5f8b58bdb22d9c17568a5,0.17
0x462247cb8fee3594e7edf045ee694df0248c7ae0,36077.4
0x46245b887aa606348a4c88bf7821f68c5f06c756,0.17
0x4624e31cea66a2fad04605b8fb15c7449cb5a158,0.17
0x462576927b3c4069abbfe9e5fc770f4d0f6cdd1d,0.17
0x4625fca2fb560bf89ae155f4d09564b95e45b2cc,0.17
0x462959ed7f0c830efc3a8e527d6a87943a30ed23,0.17
0x462a2de27f204d51fbaa245eba0d4465ae47f35c,0.17
0x462aab0333d401a7483479faac3198962d70bbd6,0.17
0x462ce9620662569e24d6104185163ebfe178a2e0,0.17
0x462edf3b592b4c790f9f0ba47ae7c07103a2fed5,0.17
0x463121959cdd84e6f49fbc13418e94a42df1eca1,0.17
0x46332d64710b6c3bb902948a62cd5f773230904e,0.17
0x463356e57427a1487fefb58be28dcf78369acd96,0.17
0x46339a04c1710101c73b319ea69432f84ab857a7,0.17
0x463426baaba200a14f1c1dba8f158a99ca92a8b6,0.17
0x46347faba9e2014b8aaf47aae871c9a3c29128ca,0.17
0x4634d947c559d25060c6915d842aae065e816175,0.17
0x4635a9a9556fdc2661e7584ac5d85a44f938c4e4,0.17
0x4637b8600bb93c0188267e9b0abe559399671ebc,0.17
0x463a6309f5908b8abe8d59a81883596a960307ff,0.17
0x463ae9b5afb785d352aa25c4ba3b838b75c4ff5e,0.17
0x463b00e966d3345027ac2cfef86361a1eb6e513c,0.17
0x463c626f25174e889996e85a593b1f58d6e3d022,0.17
0x463ff649f04936985907dd595fcb0b14e0d34425,0.17
0x464008a005bc1447375167605a889c9e481116e8,0.17
0x4640bf1633db87ae52e6579aabb8c31b6aabb7a4,0.17
0x4642336a8029666698980a389193f195a1b5b25c,0.17
0x46429a06c3ae6934e7fb2a5357dd5e73a903ddec,0.17
0x4642a2d55200d336f02226cba2aca032f4e3ac43,0.17
0x4642a8df2379df6b1e35cc8d35943587239ffc82,0.17
0x4642b2a6ff5d3f26cd26c1e372703eec460d286c,0.17
0x4643a6357d6ae32542b51747202ba1c13841dde1,0.17
0x4643ed25d72e36d87db7cd5e0cdc855909b7014e,0.17
0x4645b1e6ee4d45e64fdb366500607d4c47f19c95,0.17
0x4645e488c5feca162d543f5f921fa9872eb3a8bf,0.17
0x4649133b89aaf649216cea9e24cb65a4fe594cc3,0.17
0x4649f4ef5070bba3399b29edcd3ac0d5635dac45,0.17
0x464a23c7d6316eb8cb0002cb7c60f779adb05088,0.17
0x464b348c180e09c7d4d1884b020dd6c7268ef46e,0.17
0x464b5c2d1b9a84d2c6014afbb8b310b405bb8e31,0.17
0x464e3c9bccf4198397f0b96c1b0b16400288c9a3,0.17
0x464e4e48a0a920784be16ce3e89851603b1a0730,0.17
0x464ef1c3195e19585371fadd5aee3a289809bc10,0.17
0x465077696759243de1d640ac6396b94a2a3d4095,0.17
0x4651c28e7a30f4d038b401fcfaf0955ed3ad89ee,0.17
0x4652037ed5f3d5b19386e8bbac85d3fd6a4893fc,0.17
0x46533bfde6eaf09200571bcb14fcb0e6eea007b0,0.17
0x465771e5ff9e5b40e9625590220136b11ffd631e,0.17
0x465772d326d627439bf9a71cc74af0be88796ce7,0.17
0x465988b086e58cccc09d6eb282643f40834ac5b1,0.17
0x4659d0638328a01ff77fe9435b4ef18866803143,0.17
0x465a06b97ee4c1bce90b2ca7bd00752c7d3fff3f,0.17
0x465b0923a3a1c7004cfdb921cc5b9ecb35988115,1075.25
0x465b1bd004614767c5d8f152700c1bc510cf347a,0.17
0x465bc44c7cdf865a2dde91115924a5d9f359e88d,0.17
0x465c3496b8f4572239187cf4cf0348fc1e2d146a,0.17
0x465c9c5f779848b744464da5132d10e2c7f575b7,0.17
0x465ce3288d4c207d53c1ff31b2d15ef202809a1f,0.17
0x465ea50a779707c8da24899cc7e9204725d2fd82,0.17
0x4661a4d170ec00966ef2300305d0af4eda814f03,0.17
0x46629d970acd21e6ccbef570388e548648f51779,0.17
0x4662e7d1933af6ae0b2714345afb10b46532eb3b,0.17
0x46647e461e9937558881f70cbfac787515b68dbc,0.314961115
0x46649eb95cd4979cbe37e9a7edf2578901d8f0cf,0.17
0x4665289c7b3a72a5cba1e7cb901b627c5dc2f610,0.17
0x46653077ad2c102e1e4ebb054da0ce276cd06016,0.17
0x466676236e2ca391030ae4929179d6fdfd1b94c5,0.17
0x46674f6c1d0f3bef2aa489e0cff1b5adf8f47f97,0.17
0x4667c1735d6b20f362441769f30fa95d1b51ebdc,0.17
0x4667dbb5f2c029e2101eba80ea0765520633e8f5,0.17
0x4667e62527125daee9bd610b2cacb40640218e68,0.17
0x46684f48e70c2f5e7ef8c64ea1692159dd7c55f9,0.17
0x466a4b47681d1b02f2931b97ccca7acc6a8375bd,0.17
0x466b69122c8f921127d078b03c760aa6ab0e9484,0.17
0x466bfb394d287401448c74c1dce5090d676b8fa9,0.17
0x466cf02ab0ac4e8159207c024314caa2b118afe5,0.17
0x466d6a58e519abe35fed8d2505c0095445dfd147,0.17
0x46705a289253b355e2cf715ec923f698685fbdeb,0.17
0x46726922387a8325d31a0e9a5a56deb865533fcf,0.17
0x467373440ade06d0626e494292679c67081651b7,0.17
0x4674656ca06a42e8acfb806563bb714e8bfbb228,0.17
0x4674a3e250871530145d8622fd89a943a3f37584,0.17
0x46759cb1d525fbc0514d6628c3934aeaf2e3006a,0.17
0x467687e0a736374f875677f666247564a1b23a9e,0.17
0x4676d5e595ed5923219dd94ff787eb72d24c6bdc,0.17
0x46787634f42c3b91e06d3529ac5ade9d8f177175,0.17
0x467892861411cb68c0b52394c61ee946c5763d53,0.17
0x467926bdefda54c9065ac6899cf96ff0b704b1de,0.17
0x467a2413edb00d93b6a4753211a5e36d624754a1,0.17
0x467af774675cfee9bf99c82c6e81085080f1a1ba,0.17
0x467b774a279c041dd556a7c76f41f4d01f6c4fb1,0.17
0x467c68c633f14ab6cbf18004667de9bf647a98fc,0.17
0x467ce76a0f1fb94913b37a40d4f57bac940842cc,0.17
0x467d6f3ed233f68d6be1e931e54bf3f4a0ab63a9,0.17
0x467db91927453cf917f82551bc4b944d48679639,0.17
0x467df141f4517bc5a49946fbae407c371b998d49,0.17
0x4681e060b53ce243c9e0c7ce0a96fd1518ff0281,0.17
0x46848fa6e189b5e94c7b71566b3617e30a714403,0.17
0x468594952f2602f48782ca62018e2cc6d0127bca,0.17
0x468597d5fd4293f4c25e7d328bfb82ee52e93bf9,0.17
0x4685dd819fefef55a54799fa6e638dfc38ca4af5,0.17
0x4687051ba85269a953ffeea31455f0d5e4e4ede1,0.17
0x468a301d471078754a61b502a30f7a148a42f03b,0.17
0x468bdce26cdeb1ec08bbedae756e84559f00c606,0.17
0x468db25bd2f996e1df7b09bcd4a1d84f18aed904,0.17
0x468dea082eb99d9a46c8190a48ed972a96bbd96f,0.17
0x46901a8cec4054637b46759b8ba2aacf60f6d404,0.17
0x46950945c027e5a4b733656fdd9d7a8e3340f177,0.17
0x4695b0178a0a1dde79ae5b7b94f656e10fd2d004,0.17
0x4695eaba5af5fdfaa63180285158ea732a4f3aca,0.17
0x46979f25548c3e3c4aca281076dccb0e38a579af,0.17
0x4699da0bf044d6e07ca25f9a900f5312ec4307af,0.17
0x469b5958ccc7eb150de3bdd746cbde5f67cfee5c,0.17
0x469c710fae2b3e98bf10fc687f1191fdcaffe5c7,0.17
0x469ce7c516e8995fe9cbca18c031843312358999,0.17
0x469d4c6831525b2c922414bbce06d920680c1f98,0.17
0x469f10b2938feb996214569672c3529c9f5127dd,0.17
0x46a0318f68ab03e48b1ee0ab6228b85491fc8a3f,0.17
0x46a086bd118647bf8283eab68a19954067153adc,0.17
0x46a0d3dd8e01331fc079f47850f737cc226fd249,0.17
0x46a32664c5f0cc35209906562e9fca0f7aa282c3,0.17
0x46a3c67dc9ace384b14c71f4cd591c6f34b29955,0.17
0x46a3c7b38bcf8accf24a24212758a292b3f379fe,0.17
0x46a4a77e5a5528ed852e43c2beab54973fe14537,0.17
0x46a6b0ffb0d662503e5d037e89b82e476458f800,0.17
0x46a74d815fe66ef3fd7aeb946492400c7a5a468f,0.17
0x46a951c3cd65b28f62b56fcdd1c0a5663b909bc9,0.17
0x46aa2cf7a8d74eea54463407ea47271c3bb31d22,0.17
0x46ab4f4e77bc9714e590c90010d759602dc3a2d2,0.17
0x46addb4fdcaffec56e6a36a3f0ab549d730579e3,0.17
0x46aefd249e51e213ce2f5a4eb5e8b24c8e5f6704,0.17
0x46af7aaf1dbfc0f504e90998474fc60cccd0dafe,0.17
0x46afe22c56189ef362232d299475d6aef603af14,0.17
0x46b11bfa9e014288980c901d76faf4abf85a410d,0.17
0x46b40c411236507c305236f36a80395a274c7306,0.17
0x46b412cff78e515b9edd8b10321913b95144e5fc,0.17
0x46b46645632d1d8e0cce5fd9fc86481e2ff71790,0.17
0x46b4c631fa97705561d78848c58d3c2c8abf30ae,0.17
0x46b50b8936c446ba91c6cbf1a385e9b7307d3bac,0.17
0x46b88afeb0c72703aa0d961bf6336ab4ffa8421b,0.17
0x46b8eb4a71b680189265d078bd06188a5719231f,0.17
0x46b901ef5ab7ad72c845232006a7089dc92540df,15.3
0x46b97f5757fdad6db50ae2130480ec9f0c1a5cd5,0.17
0x46ba7d231e33d03fb2725004ce9c7f22aa264d7c,0.17
0x46bb824d6686c268dd37bd29c0ba1c1ffc9b27e7,0.17
0x46bc4a3c93da39b0ca7adfddeeda59e7261f95a1,0.17
0x46bcf55bc4488458732334bc5ab3b11168557b4d,0.17
0x46bd3146b0e421ea8e06fe1337d3e8556b934e90,0.17
0x46bd6c5e3fb4d1d80c53b2d1b0c154ed77488816,0.17
0x46be23647e4f17a4ca586a4ea86f32579cce1d01,0.17
0x46be4b39b39227ec7e121bdd0e8ed69db86def77,0.17
0x46be6229d28402fdd29348a7f1c774954804bf2c,0.17
0x46c1e1a3ca8a8ff1a9af16a57dff2a760db6efa3,0.17
0x46c42021c37b3c9bd9ff8988cb683f6912823ffd,0.17
0x46c4d8c76c58b67e0a7b4288a68dbcbe63d89503,0.17
0x46c4e2b2242b86c878f63afe267cdc48f8780697,0.17
0x46c521bbe6e4b6cb4932884e1e6cc68562f77fc1,0.17
0x46c71ea7e678baf0e477604609966ad8e5f331de,0.17
0x46c8f2373aacf3fe4c8fff3b8fbf25accc25b3c3,0.17
0x46cbafac679758bd1b4e5fed7674a57394c1234d,0.17
0x46cce8edef80711c05ea252261600c4581660935,0.17
0x46cd5e7fcedd6b323f9abf78f06b9cb716e1fe13,0.17
0x46ce592c5835578dc7654b2549012913f42a4d79,0.17
0x46d0917fd7c1c08118e2fa5afc36d5db8421bcaa,0.17
0x46d0dde4bf77d34bf0d5d359a749c9d26c2bab39,0.17
0x46d1d2ab5717868e7772352cc167d0cfb32d5ed3,0.17
0x46d4c47a2202532957d5d5e2d540a1333eceec5b,0.17
0x46d51d5cf63f973c85bbd44dceaebbd472ae3f8c,0.17
0x46d5f175bd72bb948283bd6c3356d521bbf247d4,0.17
0x46d64c08fa244e9b385b0dddbfd806b4c5561efc,0.17
0x46d762552bb46b33af85bb468e0e92dc97641586,0.17
0x46d793fcf146c291b02beb1324d97a52b1e174a8,0.17
0x46d85611cf5aad9725bc493a19c6283f3f371e33,0.17
0x46d857730df211ca387439ae507aa2a43f046a6f,0.17
0x46d970e6e30fefcb257c68ddd5ac7d1f457a72c2,0.17
0x46da7502ebaff1c714794a37c219d9d082918061,0.17
0x46dc2f90bed696ba134aed8209f1fc0e2232a48e,0.17
0x46dca7f367fc6890d452afdfb7e7f1c79e2bc7cd,0.17
0x46de7c3376196a2d821a9d886f94ea6ba4e0541a,0.17
0x46dfa213ace4e0b347f6b0c95f00450840c7134d,0.17
0x46dfd3092d1d65985f26a77c316215fb9defe9a9,0.17
0x46e065ff3ab656aebd223c63653d2f64796c0439,0.17
0x46e1593f52dabb013d42d81370a6f1045e8f5a81,0.17
0x46e1a27ae92748e11d4edab74a4000c9acfefc44,0.17
0x46e3590b54211b34f924876de069a789b635f570,0.17
0x46e52a6bb5178151c5b98de52fc607860c84e8ac,0.17
0x46e664c0431dc1f3773eef5252adba3203bee1f5,0.17
0x46e6704740d914f3c1cfaeb30102a404e79a3cae,0.17
0x46e69f8d50c354ba888d1e2a804366134d062f52,0.17
0x46e7ac0a86069a0fc71be1304112a4693bd8e6b6,0.17
0x46e8892d96a99d3bf28cd58a69674fa9a6cc8227,0.17
0x46ea5613ac1058026db56a32ccfd8ade8b49680e,0.17
0x46ea5af9ccb680f13b4d45a47001af2bccab0049,0.17
0x46ea7142e48886b2204177539d84478b08eb3624,1140.7
0x46ece1f4830e13ef0bdd8e491e0221102fa253e6,0.17
0x46ed958ab5681b104627ad2eec6c6d1211b3f497,0.17
0x46efb66235591de58d14c526c706dfea44eb6f4e,0.17
0x46f03558045edaf9da5671e6ced5519cd758d0e4,0.17
0x46f1108280846b06a8d079f16347e0760a8d97c2,0.17
0x46f3b8145d3d7f693c77ba0f9f64562689b777ae,0.17
0x46f3de0cb0962f370f9d3e2ff81b2e04d6e9411f,0.17
0x46f440d3d4e6466034b2a5034fc501ac0a31bf29,0.17
0x46f4ea1c0e3626e07a376b0d62a3852c887f54b2,0.17
0x46f7d2cb9c80238fe58c440b08d7ee1db2b64856,0.17
0x46f951848486f52885929b7b58e74809f10a9e45,0.17
0x46f990b72d62fa8f7adbb69a5dacd3ae65431c4d,0.17
0x46facc695f47190d8c07b53e64a273c6a74400dc,0.17
0x46fb43342ea4e4d2483a0f3bb3cdd8ef4fe8bedb,0.17
0x46fb4820792e5a37d3a616bb341ebb11b46fc76a,0.17
