address,allocation
0x005a930f0d62f7967f8a339b68e3404c43426c37,0.17
0x005a98dc81fa06028cda884f83016c7386703e74,0.17
0x005b3c184296c1f0db5e92a3b0546b2672928ca1,0.17
0x005c7daa6a51f83653f483d2d736a0f7066e1019,0.17
0x005cbcbfb700acdebd7e43c67d042367f2a0b4fa,0.17
0x00607ed6cf3a5cd1631ced31726bcd574cc7edbe,0.17
0x0060a13fdbe0873a22a8da1a2a289baea6b4fdbf,0.17
0x0060fc17152ebce768434f6f624ced66cf1570f7,0.17
0x00613d86e82c9218e65a924e316595b5948386a2,0.17
0x006155bee95373b270d96566f821be9efb755c26,0.17
0x0061e7f984a78683a681637f247e411f59821d4c,0.17
0x006289890af929c2f50615702ac337b23075e116,0.17
0x00639d5a92c78496a395ed2f31dfeed66abe153c,0.17
0x00649611a9ca37d62a243172fc2f271bc152add6,0.17
0x0064ccf9c175e1ffa648cc58a48124dbaee3485a,0.17
0x0066f154b698f606c52e74494538584a26a44741,0.17
0x0066fa337b968e5c968e5ca004548b0909611ecd,0.17
0x00682f454aa2aa25022e0ce363c65166cdc964f3,0.17
0x006a86171f8e4b67895d2314d3c34418840c7d4c,0.17
0x006adee00d44b63d7587487f42a67655fe9df95a,0.17
0x006b349490e1ae8c560a571fe414128f823bd9e9,0.17
0x006b5c8d609096433f9dc6153818660d2e0a41b9,0.17
0x006b6e8f028ae343de096503230d538d9e62589f,0.17
0x006c4fd19b757aff1725dbdd734317a55d4268ad,3.353475117
0x006c544ea8177ac1a976755e0b63484a146b4548,0.17
0x006c5eff0864cbfd80a6686de88d1def4d863b98,0.17
0x006dcae2191100177bf65d98ee11ecec4de24710,0.17
0x006df7a44c652b14a55dd9edc73565d145c14c8e,0.17
0x006e10b7be7ffa8739a22dbe958bb2a1619841c7,0.17
0x006e4f4c5fce8f76104e79a6524cd3957770287b,0.17
0x006e5db7deae9c4e5acdfc94eecd173b2f4abde3,0.17
0x007086b924370bfcf54fe4895b62cfea77115be8,0.17
0x00714fd51dab96d0df694bb380697c65a801d4b1,0.17
0x0072d5d67dd933ecebf0bc64d43bafe3ef12ebaf,0.17
0x0072e16e9c440fa637b8529f1c82f9d950a86e24,5606.6
0x0073c43d6fca8e26db541b355881470c2fef3ac5,0.17
0x0074c012167dfbfa236dc6fdd57dec22af966888,0.17
0x0074d2a0f5d4776c1103a56f2c3a62d33ec367c0,0.17
0x007758277ec52083d8258e73e16f063518a6785d,0.17
0x0078475e4a37370413db51315488cf54cc9e883f,0.17
0x0078b06ed2ec035f3cd72e01cfed6d7f6017371a,0.17
0x00799977107e3308f4454113d108d19656d597b2,0.17
0x007ba9930d5334545d90d858314dc03f01630877,0.17
0x007bd1f562ebf555ff6820bd9c8d27deedf33891,7.344
0x007d96df82a8fd262bb6bfaceae27922eb4555af,0.17
0x007da53bbd16557c5966e630ee1b0c35988aa2ce,0.17
0x007e9329ecfbe4572481f9237b033547fa224047,0.17
0x008398a2299dcfcc198a0992dc9399b18a02f7b9,0.17
0x0083edae0201291a9290a4680e00a6fd85ddd1f2,0.17
0x0083f71709f1bdc722228482a21de1e5ef73bb8e,0.17
0x0084097e1ddee3aea0c6fbc8d381577ab6a5f0b0,0.17
0x0084125c7934465fe44d61902f6d57a718f1142b,0.17
0x0085107ee8e21af3443131f5e157c100e38559d8,0.17
0x00854017e7dbc2539c42712f143a37ed3e74ac25,0.17
0x008692e14d464b863ba36bc591e8fcbe4dd8a266,0.17
0x0087d6b484f02c54e3d005707644733d58b7b82e,0.17
0x008c376639fc74a12947232a8a7cbb22e84f0241,0.17
0x008c9b1912a6cc276de65bc720fcf1f9cf2de67c,0.17
0x008c9e8ec4e9076fd5f574d02b2428811747d78c,0.17
0x008d3259ae29c180e3203ddacd1f1c3b01518902,0.17
0x008e0fefaac01253ee9011afd788a35138c11e9c,0.17
0x008eb406de91f91021f8e5579fd1b5c9e0871494,0.17
0x008f72b369d5b2768254200250e5d59410f13f82,0.17
0x0091230795ca842f13fb8136b465e4f959f544f3,0.17
0x009212e45a24a44e32892395c75ee52bcec59bd7,825.1109696
0x009225f91aa7c535abfc619e453a9121c29de76e,0.17
0x0092bdebfec595625fb319bc63b1bf283958f1d3,0.17
0x0097a6d1a1cf27ed6b21b034e060795e134fec0b,0.17
0x0097dc7b7475967d22cc5b95e3a68b2e831a9ee2,0.17
0x00986008c4b390881226587a94430fd0a83194d1,0.17
0x00994d73c5bf5f41b3152d2fb0334e3527da30d4,0.17
0x0099fb6c421be4ce434a24a0db14424f13493b3a,0.17
0x009a2711ee67a3298921f9edee08efb76388afda,0.17
0x009d70b96937069371d3f99024754830da9518b2,0.17
0x009f6ec2cfc0029ab94338163b8cba48da4f0705,0.17
0x009ff2cc018fa3f2bed5eb99c2b03e52622fe56d,0.17
0x00a05d8ce37cfc74ed9b5d0ba5e623dba9f6c478,0.17
0x00a0d3fa4e9c095ac7acb3c29c61633b31c5a0e7,0.17
0x00a1bb51bbc2e05b92bd83a0e986fe6932bf1841,0.17
0x00a2aa9f93ced05e6b3978acf7c12b479478870c,0.17
0x00a4f57cd8f27434d93397827caebbe445bbb76b,0.17
0x00a5143c80af6be17f8809ab8cdb7fd8efd5d675,0.17
0x00a5959af131982006f365d5e372b1ee04a089d0,0.17
0x00a631a298fb65beafe57b9aef8973ca7abcb181,0.17
0x00a7f72b7626867be7c028bb90e3cb82ea6f0d3e,0.17
0x00a811699d1d859a4a2dfbaa83f551e73fd68858,0.17
0x00ab1f2b0f6e9ab36ce8c6891894fc148581300b,0.17
0x00ac6d6c70d51a412fb0324dfe3fd6b8a179d599,0.17
0x00ad34b47b86201cb7e925e043fe555785b399a1,0.17
0x00ada1f65522405df0a18e81953639ba4a0d2078,0.17
0x00af94631e1f44fb6a48eae026a0c621a8b6f2d4,0.17
0x00b089b83140c02570ae85ded61d45b194e761dd,0.17
0x00b190daf936968278bfbc784fe891536f34551f,0.17
0x00b3d2f927d5977373c6dffdc4dfe28426d45536,0.17
0x00b690a3e51f25a03fe4c426b7188af0a46db50e,0.17
0x00b6fab04fc383fa323bbda789a726fe44b91835,0.17
0x00b7a7c1e92df510dd5accbad7a361993015a0db,0.17
0x00b7e31320648329b16dfb769a36e1646d01211b,0.17
0x00b807de51e9c3f32fbce4410bd8a8c84a94b44c,0.17
0x00b8f452c569d1d5759a4ee6397356ec851b979f,0.17
0x00ba9bbfa6468c4dfae9ae25ded4fd8a96b905c0,0.17
0x00bade63aca471b410e06d4ab9002c318182cb06,0.17
0x00bb1d9640f5c79bc03367edfde367eea6b8b654,0.17
0x00bc2efa2f183c201ff5e636b84bec05d3b0eb3b,0.17
0x00bd2dae971cfa93303b929b96aaf58177bfbf53,0.17
0x00bde0ca98b73b1f8e2a35173b5840f97feae6b4,0.17
0x00c33c854f85833a6a053ae5eed92f63becf7b6b,0.17
0x00c38d771adcd10115db31009adc6575a69f7e59,0.17
0x00c42f6c35c04cb11063508aae1b6d79df013231,0.17
0x00c475e1b4887b3ec67b076735e3963c21e88f00,0.17
0x00c6c97908643de2ecd132f8b9a4dfaf10d96775,0.17
0x00c73190c1e726309a9ec2d241cfb40eb0055b7b,0.17
0x00c77b9dc3448580b361b2d592374560e7364fd3,0.17
0x00c824b223cf170e8eb4e3ab8935d36b870d3c57,0.17
0x00c828f235f5c7337a186c077ae400ea5307623c,0.17
0x00c9fda41f0192b8ecaa65b5340678bdada74a25,0.17
0x00cac08dff37eba4a9b137754d995eb77a8f71bc,0.17
0x00cadea2bb7cfbaf6f2cfbd3b2be15174fd26b54,0.17
0x00cbbfcd5fbe94eb508a90f041162459104d7f0c,0.17
0x00cc9d80a1ca4e7b22c0fd1fa5f35f449c381a93,0.17
0x00ce523146f70312e3587bccb37c543f39dc6859,0.17
0x00cf35e191ac57d820129337020f5779784d9ab6,0.17
0x00cfb6be1d664be33cf3fbbbc9715c45332fb0a5,0.17
0x00d05f2e900c8a91e48637e1f3f746be9ffc5cba,0.17
0x00d232d733f462d4996e207069d36762d1aa06bd,0.17
0x00d23687a2620083a819ca2a3d756fa00003ada4,0.17
0x00d45b417b4ad33ad13f70957c2df084882e1292,0.17
0x00d503a78a4e629b160ce404c3fbfe873c23a5da,0.17
0x00d8f985aa7a553b2c82f358f635bdb38b1be79c,0.17
0x00dac4761886f5eb4f27727df12451346861dd22,0.17
0x00dd6ecd8679786f458fa45c0eb0e16cd54a10ea,0.17
0x00de6c37cf7d81c42a8a9a86bc0b7f32a47bbbea,0.17
0x00dec4f65bfcf51510af286f4335596f982d6d0b,0.17
0x00df1a0874046a7ddee92c4ad7099859027f6dba,0.17
0x00dfbec1aabcb5b649c15d0dd64de4fb613a3503,0.17
0x00dfce1524da0237d1a26f594669b0420b132192,0.17
0x00dff9514e414eb9a280a562d5b670cfd2175c38,0.17
0x00e127a50d8fc6749545f14dce525f873180e200,0.17
0x00e153fb5f1776bd0c9caf3589e9727d161c1fd7,0.17
0x00e1694fff6c8129114c89d3867e1429be244b10,0.17
0x00e423fe275aa3e9be138d19b204f4ae6b4b88c6,0.17
0x00e4664332c16f5e469b219f7c4090b0c596d1e8,0.17
0x00e492fed7ab4cd2cf49c664fc845552b30d35f2,0.17
0x00e536680941bc97de20cc4fa805760c667e1225,0.17
0x00e5f67fd862119861dd4a68626655808343e1d7,0.17
0x00e6349c0df4e34e5d1496e90dda51992c467640,0.17
0x00e6ff37e608a9b0d08a3b9de689a5be5e2b7b16,0.17
0x00e7c4658a3d61a48702e25b9a98a36d53b7972d,0.17
0x00e9021c381a3278b82f9dc956a799b8462f79f8,0.17
0x00e9ca94bd0469b00c9872fe0dd9c5b430680ece,0.17
0x00eaa5e696222e6b67b547779dc2e79a19232e47,0.17
0x00eb53964836e5e6905c7462797edf86d740b455,0.17
0x00ed8b5b3c56c0f7ca004647a67be9452c96b78a,0.17
0x00ed9351686bcf017c28e5301b9de5370ca762bd,0.17
0x00ee6bf15d6418a0b6d69103775e05bbedd5699f,0.17
0x00ee9e1ec1e4fe29825a0b072a11f852719a10f8,0.17
0x00effac3ddf2be5dbaf3872eed8e2e0704ccd47d,0.17
0x00f013b4c13f1691ef33ea6f55ae1d3f9689e3b9,0.17
0x00f0ca2be7e8e0a36ba7757355dee50dfddd7d4b,0.17
0x00f35ca123150ab94a06de1f6a04ffc6155589ca,0.17
0x00f834e81e1681fb27340b69117b75108084301d,0.17
0x00f875227c65d05226fb149f478a8f6398ccd482,0.17
0x00f8ecdff7872eaeb9dcadbf984dd71d2ae5e4d9,0.17
0x00f8f1603b79c29b51aad20c9b164827ae908559,0.17
0x00f931eaa6b586d1230d72b1688bf91e6769ae49,0.17
0x00f997fcc653e316d82927aa52bc9130db86101c,0.17
0x00f9a9027d53e4526112b4fd83d7ac28ee502608,0.17
0x00fa5e3e215cb61f1cdfe8ca4d92a7c05cf72159,0.17
0x00fa68b6a88525a46a69248d8bde53001370d0c5,0.17
0x00fc51053afeaacead80f45e7e057d3865ede23e,0.17
0x00fe76525e4496364170bf4564d5203d3550efcd,0.17
0x00fe877a9c6c7ce02171497bdfe3626720278f4f,0.17
0x00fefe4cdad46fed91a6bd16e2e59b52aa774dfd,0.17
0x0100b2822f31ca31c98f2f07574554e31b744eb0,0.17
0x0102b3e23021df7944c262d32135a322fcbde788,0.17
0x0102bbb8f16df608248178dd87e84c050e4865e4,0.17
0x01052ae5970927d8334c7266b5651ac5b5857e8e,0.17
0x010539de446448a5b258384f40dc3f38b20c896a,251.6
0x010683a6852aabb6a62e8c5a52a27eb211d7b98e,0.17
0x0106d5bca1eb010459cd5685eab1f132342fa7bc,0.17
0x01082fe0eff957b4bc9ca8caba1b25882abea724,0.17
0x010a4bf425623870bd9305e404dec0bcc3397b53,0.17
0x010bf03b70206d19e604a22b7a596e9aa3bc8860,0.17
0x010e42d7f8bd9f5f7f2e78de7dde06d0a67f07a5,0.17
0x0111c831d4b69701bf61d1098c7fc453336c3e79,0.17
0x0115772d501573ec53352476246080f2361e6c0f,0.17
0x011601304d095b6f5563d72f669f18f1cc031227,0.17
0x0116a9871e6c3f4761fa73eb0f9e047f66883200,0.17
0x0116d52296064d54f3e767f614fbd9c9e7305d8f,0.17
0x011a78de66b905f0e624368afbe8feb55789fcf1,0.17
0x011a9c0f690ac6724c5436816026c2c0e215764b,0.17
0x011babbd24f72292b8f2bd61e8d5ff1e1cca7660,0.17
0x011bda74737a788472adf86b065a2e5dc51d56de,1126.25
0x011bf3cb9393ed00bd076bf5a71068f664547839,0.17
0x011bf7f17a67dd004c4f65d64872daf233833901,0.17
0x011c51829957916b32499a7a58622c9bb736b1ce,0.17
0x011d314f58bc916206b9ebdfed180b9141854a91,0.17
0x011d9d27d7a351081c6a7593f37cd57173eecba8,0.17
0x011df658a1bbfbe7682264a977dba8fe7c8698f2,0.17
0x011e4da8332a7cd0a3c8ac60921647b8ca23102e,47.855
0x011eea93f991c18fb20190882114b2f3dbd77777,0.17
0x011f8e023bb8a35a804badc266dbde5fb508da9a,0.17
0x011fe16e6f1a2e755a0ba356558903714d68a294,0.17
0x012025eed598e58a08b86eba71483f8c26c3fda7,0.17
0x012091ab95586fa0b88193eab78cfe397327086e,0.17
0x01211a6b8872bedfc3ee4aba7d4de05ee90e683e,0.17
0x0121ce6105e1907b1ad72bcb4216d9fe8d12aa12,0.17
0x0123369bc2af3fd93c9f195fe57548b2be4228b6,0.17
0x012339de305673131060a224f57362d4bbf58212,0.17
0x0123420b33c08e31919a85988a765d28fc280c24,0.17
0x01237972a48b3d40adddd52ac970fcb78b6b72fe,0.17
0x01238b1a34358378e8f5ee761a8349e52e84709c,0.17
0x012541450cca8924fd97a69685da7b22d4f2c012,0.17
0x01278c2f4d9a899527f914eae505ce9d8efbfe3f,0.17
0x0127e7397a46d7c096a01e2b1de139fd13979b23,0.17
0x0127ee97e090c06af15a222d97957e1bc5acc012,0.17
0x0128217e364b4021699750e65da95bdaca23fe8c,0.17
0x01283260dadf829c938892d33f327608f9cc01e2,2.55
0x012a721a4ed992d91f398fe14403c62d5fc50257,0.17
0x012d9629fb9bf72746d22b9d6a7ee77ad6bde2c9,0.17
0x012eb1b06bcdf0aaddcc1504418fef5f27dcbb4d,0.17
0x012ec1c0c674702d55c3406fabce7b5cb67484e2,0.17
0x012ef7dc3ea1673ce0d28db1a057a070ee187181,0.17
0x01303c077a7290bcfcf58e94abcb418acde61b84,0.17
0x0131bb0bd8a99e97b8b7d02c780db011eb58f776,0.17
0x0134ae244650fdc5df89ba0e2103830a3fe5fa9d,0.17
0x01367407f69f9b48521073a41a6b141edf098a9b,0.17
0x013710c830056b41a775cf9862241eacc73caa08,0.17
0x01396b2afddb51fe3843e900dde5c16ab0a51835,0.17
0x013ad3490f0271afe3fa9b295479b8269a48a237,0.17
0x013ad5672f78b40f868923d5528d1db9afddb193,0.17
0x013c2883bba6f462af0549f880e30e01567f280f,0.17
0x013cc20d86e89f41ce9cddf74cdb7e2cec3fac4a,0.17
0x013cc68ea10ae29ce8e6cf60cb972a40e0813cf2,0.17
0x013d16d2eeab61192ef3ca4237828efcf6e2b228,0.17
0x013d479475da422e5840c25aa5ac0078b82319aa,0.17
0x013d71c673898893a01a697c54c9753be256ee74,0.17
0x013dea10ee167ddab149b3a3b9e692ed1f960cf4,0.17
0x013e55eb676a77d480f22c5a5606cb387e98d4c8,0.17
0x013f0403ecac25ee16a0c5dab23d84d316dc21fb,0.17
0x0140c65440373d5c92ca16d39210a152423e9d25,0.17
0x0143d68d0d39a963b0ae2c66fbaea0af7a49c139,0.17
0x01446b4748ab9641760bc72dc28e2900420658ab,0.17
0x01450e2ef6e3a5479042ebfb5369f9ea0d18409a,0.17
0x0145289fbaeb2ac7777e4d3753f5a41ba5c31be9,0.17
0x0145a955b0c9aec89218a6f14577e33e13ec6fb9,0.17
0x0146059f0ce10ad30598188619aa52a9479e30c6,0.17
0x0147ba11cc0eb9571034df0c79003ac2817cb0a3,0.17
0x01487efaaa5648e9f9e974079fa02c0d818d480f,0.17
0x0148c752584a9a0582d7a21bb56eff816f897aae,0.17
0x01498b4e49a1b532ccc00b880d6afb8e16d3d7a4,0.17
0x014a370670b99f5c1a53f43c39b13269bc348409,0.17
0x014aed98b179102c03429c3e909963c0e927b54f,0.17
0x014b901e2198173ef2969b604a64e99637f7dcb8,0.17
0x014b9df51654a78391db7677d60c0c60a70bb8a8,0.17
0x014bd2092b57b0ab1a0df6ec6df615e4822a2c21,0.17
0x014c4283fafd0406b3d1def2a98967181107fcd3,0.17
0x014e65de735b25bb227fc853fc7581b32c48606b,0.17
0x0152bd6367640f3aac7c9fbc6fb9cf8abb713991,0.17
0x0153fa9948f7a4174255bb32f7d5af94d5d226c9,0.17
0x015468310e9cba47ace6fd6bc9c815c67eaa1982,0.17
0x0154906c1c1386c69c36c60e058874dafbe946c8,0.17
0x0157ab603d44874973492ee19a1d6430549e8e30,0.17
0x0159cc34b161b1d821e8566d52d0787f699b68de,0.17
0x015a7beafa98fe0d34e748faa6638b24665808da,0.17
0x015ce9b82dc3a03a22aa31f1e4b9954042708095,0.17
0x015e8c21249bbcd3bcb2b382efa0d7dac0595055,0.17
0x01623216af9c5825c09197ad5a76fac7aed58d6e,0.17
0x016362d8463e2d6972741cce9796a49f70c52ece,0.17
0x0167c9cba530f9fcce6b07df6738973c88750142,0.17
0x0167e44090efef3c6aa215e8d6765c35c3dfd188,0.17
0x016a4e3f1072aa6eae6eec84760572988c3b3f28,0.17
0x016b34d887f82811037e8f8065e94fdd500b6069,0.17
0x016b7eede23693b6c1751841ba91eedd8021d4b1,0.17
0x016d2a91a1fd93aa1618a0ebb710c52b90cbe1ab,0.17
0x016e33228e5064a09c8f31719a897d68dd8e36c0,0.17
0x016f98eb4fe00d84b959a3b3c312e6c5742b08f7,0.17
0x016fb7dd428c814e6bc9f04d3904dbedb3c30c13,0.17
0x01717a86d7ed2d3ac49cfdfd3d2a169095dec845,0.17
0x0172852f806abc2be181133da741e3f9cbafab04,0.17
0x017294c05013a9d1925d87bcf8036c6e6f90c682,0.17
0x0172eeb3b58a1aa836c64cbf45c05219eb95e5b2,0.17
0x01742e1c99ffd388c1e56831d7d804f35232ea4e,742.9
0x0174718f1dba18d336fb459206a159691b357538,0.17
0x0174d145fa82ca1606ee2a1afb0db812eabc70f1,0.17
0x01757f3da76d3b079d88c51ac66d6d596122ce30,0.17
0x01766d5162e0eae859092412575e5426c392b666,0.17
0x017704eee3fe9c64cb619323d9eb128626253f9d,0.17
0x01784e65fefff8feb116ddb17f8f58c78b90708f,0.17
0x017907e7b3bc78c0773542a5f5a4d7ec330af2d5,0.17
0x01791c246cbc04117c20e0bd7304d84411519a27,0.17
0x017ae82fcc5263e90afff9c55d84cf7f8c3e4fa9,0.17
0x017aee550f372920080d18f8a9a66ede41c73f6a,0.17
0x017bfd37360dcb4e1ea359d4a270506d74388e0c,0.17
0x017c82cb17d4054fcddc703b22285de5e327d0f8,0.17
0x017c923905541b1ba52e9812077cc5106384deeb,0.17
0x017d1f6ccc11b25792ba0260e9f413b32198b7b1,0.17
0x017e6f3cac6fb7ea0043378b0d241c448a8287ea,0.17
0x017ea44b088545f9d799865a742e6ed6be214910,0.17
0x018bc3ca2de03455e8c84c8956be38f7a1b75e11,0.17
0x018c84d7f719f6e4d189b04bdb5302fc75b592a1,0.17
0x018d7961761118d991f0cee0b7d80dc5fc556c84,0.17
0x018f4aac141b2f07deaffb7079127f8a8b46684a,0.17
0x018fe9d2fa722eaad642042af5bce8c667be28e4,0.17
0x0190c314bbbf1cb38ce76cf65a7a01ae3413b011,0.17
0x0190ebaed7b44f2cd98195ce164d7eae3d0739c6,0.17
0x019278fbe65625b661339c427f1ae2ee0a2abb7b,0.17
0x0192f117a855006272d366ead57743ccea73d6b0,0.17
0x0194819c1de1321c372b0053056854a7b70f303e,0.17
0x0196a0e0a8e9c8b562bd3f4b62116cad29641633,0.17
0x019738138142120e08d54765ac638f787f5339a0,0.17
0x0197541f15d9c8bf37150ac404f6b6f26dc22f95,0.17
0x01977b8c41adc1d5dc92137671747e25b266ac16,0.17
0x01994584b63137fe4872a44587d0f75b45111ffb,0.17
0x019968495ee4cddabe5c91bc2f0746b1697ec10f,0.17
0x019ad339071c6ef9e8709efc756971a034540da6,0.17
0x019b567c4e9290caadc4ddad72d43879c4143938,0.17
0x019da78ee76d24c692d95f27189f3259b9a2e9bf,0.17
0x019e29fb6bec77a5606e0f7b00e3ae6012765950,0.17
0x019e95e93301223df5996741995fef3a2344ee4e,0.17
